行为编号,所属活动,开始时间,结束时间,行为类型,主体,客体（行为目的）,布鲁姆教育目标分类,任务完成情况,工具,共同体（互动范围）,证据来源,备注
B463,AV3,0:23:18,0:23:21,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B464,AV3,0:23:21,0:23:24,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B465,AV3,0:23:24,0:23:27,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B466,AV3,0:23:27,0:23:30,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B467,AV3,0:23:30,0:23:33,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B468,AV3,0:23:33,0:23:36,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B469,AV3,0:23:36,0:23:39,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B470,AV3,0:23:39,0:23:42,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B471,AV3,0:23:42,0:23:45,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B472,AV3,0:23:45,0:23:48,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B473,AV3,0:23:48,0:23:51,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B474,AV3,0:23:51,0:23:54,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B475,AV3,0:23:54,0:23:57,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B476,AV3,0:23:57,0:24:00,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B477,AV3,0:24:00,0:24:03,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B478,AV3,0:24:03,0:24:06,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B479,AV3,0:24:06,0:24:09,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B480,AV3,0:24:09,0:24:12,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B481,AV3,0:24:12,0:24:15,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B482,AV3,0:24:15,0:24:18,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B483,AV3,0:24:18,0:24:21,检测学习结果/评价行为,T&S,"比例的实际应用还有哪些？布置练习,并让学生回答问题",应用,完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B484,AV3,0:24:21,0:24:24,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B485,AV3,0:24:24,0:24:27,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B486,AV3,0:24:27,0:24:30,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B487,AV3,0:24:30,0:24:33,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B488,AV3,0:24:33,0:24:36,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B489,AV3,0:24:36,0:24:39,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B490,AV3,0:24:39,0:24:42,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B491,AV3,0:24:42,0:24:45,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B492,AV3,0:24:45,0:24:48,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B493,AV3,0:24:48,0:24:51,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B494,AV3,0:24:51,0:24:54,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B495,AV3,0:24:54,0:24:57,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B496,AV3,0:24:57,0:25:00,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B497,AV3,0:25:00,0:25:03,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B498,AV3,0:25:03,0:25:06,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B499,AV3,0:25:06,0:25:09,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B500,AV3,0:25:09,0:25:12,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B501,AV3,0:25:12,0:25:15,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B502,AV3,0:25:15,0:25:18,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B503,AV3,0:25:18,0:25:21,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B504,AV3,0:25:21,0:25:24,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B505,AV3,0:25:24,0:25:27,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B506,AV3,0:25:27,0:25:30,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B507,AV3,0:25:30,0:25:33,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B508,AV3,0:25:33,0:25:36,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B509,AV3,0:25:36,0:25:39,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B510,AV3,0:25:39,0:25:42,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B511,AV3,0:25:42,0:25:45,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B512,AV3,0:25:45,0:25:48,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B513,AV3,0:25:48,0:25:51,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B514,AV3,0:25:51,0:25:54,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B515,AV3,0:25:54,0:25:57,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B516,AV3,0:25:57,0:26:00,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B517,AV3,0:26:00,0:26:03,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B518,AV3,0:26:03,0:26:06,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B519,AV3,0:26:06,0:26:09,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B520,AV3,0:26:09,0:26:12,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B521,AV3,0:26:12,0:26:15,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B522,AV3,0:26:15,0:26:18,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B523,AV3,0:26:18,0:26:21,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B524,AV3,0:26:21,0:26:24,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B525,AV3,0:26:24,0:26:27,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B526,AV3,0:26:27,0:26:30,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B527,AV3,0:26:30,0:26:33,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B528,AV3,0:26:33,0:26:36,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B529,AV3,0:26:36,0:26:39,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B530,AV3,0:26:39,0:26:42,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B531,AV3,0:26:42,0:26:45,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B532,AV3,0:26:45,0:26:48,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B533,AV3,0:26:48,0:26:51,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B534,AV3,0:26:51,0:26:54,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B535,AV3,0:26:54,0:26:57,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B536,AV3,0:26:57,0:27:00,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B537,AV3,0:27:00,0:27:03,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B538,AV3,0:27:03,0:27:06,检测学习结果/评价行为,T&S,长方体的比例,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B539,AV3,0:27:06,0:27:09,检测学习结果/评价行为,T&S,长方体的比例,分析,完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B540,AV3,0:27:09,0:27:12,检测学习结果/评价行为,T&S,三角形的比例分析,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B541,AV3,0:27:12,0:27:15,检测学习结果/评价行为,T&S,三角形的比例分析,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B542,AV3,0:27:15,0:27:18,检测学习结果/评价行为,T&S,三角形的比例分析,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B543,AV3,0:27:18,0:27:21,检测学习结果/评价行为,T&S,三角形的比例分析,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B544,AV3,0:27:21,0:27:24,检测学习结果/评价行为,T&S,三角形的比例分析,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B545,AV3,0:27:24,0:27:27,检测学习结果/评价行为,T&S,三角形的比例分析,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B546,AV3,0:27:27,0:27:30,检测学习结果/评价行为,T&S,三角形的比例分析,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B547,AV3,0:27:30,0:27:33,检测学习结果/评价行为,T&S,三角形的比例分析,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B548,AV3,0:27:33,0:27:36,检测学习结果/评价行为,T&S,三角形的比例分析,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B549,AV3,0:27:36,0:27:39,检测学习结果/评价行为,T&S,三角形的比例分析,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B550,AV3,0:27:39,0:27:42,检测学习结果/评价行为,T&S,三角形的比例分析,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B551,AV3,0:27:42,0:27:45,检测学习结果/评价行为,T&S,三角形的比例分析,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B552,AV3,0:27:45,0:27:48,检测学习结果/评价行为,T&S,三角形的比例分析,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B553,AV3,0:27:48,0:27:51,检测学习结果/评价行为,T&S,三角形的比例分析,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B554,AV3,0:27:51,0:27:54,检测学习结果/评价行为,T&S,三角形的比例分析,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B555,AV3,0:27:54,0:27:57,检测学习结果/评价行为,T&S,三角形的比例分析,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B556,AV3,0:27:57,0:28:00,检测学习结果/评价行为,T&S,三角形的比例分析,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B557,AV3,0:28:00,0:28:03,检测学习结果/评价行为,T&S,三角形的比例分析,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B558,AV3,0:28:03,0:28:06,检测学习结果/评价行为,T&S,三角形的比例分析,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B559,AV3,0:28:06,0:28:09,检测学习结果/评价行为,T&S,三角形的比例分析,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B560,AV3,0:28:09,0:28:12,检测学习结果/评价行为,T&S,三角形的比例分析,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B561,AV3,0:28:12,0:28:15,检测学习结果/评价行为,T&S,三角形的比例分析,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B562,AV3,0:28:15,0:28:18,检测学习结果/评价行为,T&S,三角形的比例分析,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B563,AV3,0:28:18,0:28:21,检测学习结果/评价行为,T&S,三角形的比例分析,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B564,AV3,0:28:21,0:28:24,检测学习结果/评价行为,T&S,三角形的比例分析,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B565,AV3,0:28:24,0:28:27,检测学习结果/评价行为,T&S,三角形的比例分析,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B566,AV3,0:28:27,0:28:30,检测学习结果/评价行为,T&S,三角形的比例分析,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B567,AV3,0:28:30,0:28:33,检测学习结果/评价行为,T&S,三角形的比例分析,分析,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B568,AV3,0:28:33,0:28:36,检测学习结果/评价行为,T&S,三角形的比例分析,分析,完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B569,AV3,0:28:36,0:28:39,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B570,AV3,0:28:39,0:28:42,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B571,AV3,0:28:42,0:28:45,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B572,AV3,0:28:45,0:28:48,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B573,AV3,0:28:48,0:28:51,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B574,AV3,0:28:51,0:28:54,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B575,AV3,0:28:54,0:28:57,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B576,AV3,0:28:57,0:29:00,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B577,AV3,0:29:00,0:29:03,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B578,AV3,0:29:03,0:29:06,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B579,AV3,0:29:06,0:29:09,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B580,AV3,0:29:09,0:29:12,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B581,AV3,0:29:12,0:29:15,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B582,AV3,0:29:15,0:29:18,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B583,AV3,0:29:18,0:29:21,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B584,AV3,0:29:21,0:29:24,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B585,AV3,0:29:24,0:29:27,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B586,AV3,0:29:27,0:29:30,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B587,AV3,0:29:30,0:29:33,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B588,AV3,0:29:33,0:29:36,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B589,AV3,0:29:36,0:29:39,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B590,AV3,0:29:39,0:29:42,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B591,AV3,0:29:42,0:29:45,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B592,AV3,0:29:45,0:29:48,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B593,AV3,0:29:48,0:29:51,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B594,AV3,0:29:51,0:29:54,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B595,AV3,0:29:54,0:29:57,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B596,AV3,0:29:57,0:30:00,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B597,AV3,0:30:00,0:30:03,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B598,AV3,0:30:03,0:30:06,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B599,AV3,0:30:06,0:30:09,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B600,AV3,0:30:09,0:30:12,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B601,AV3,0:30:12,0:30:15,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B602,AV3,0:30:15,0:30:18,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B603,AV3,0:30:18,0:30:21,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B604,AV3,0:30:21,0:30:24,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B605,AV3,0:30:24,0:30:27,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B606,AV3,0:30:27,0:30:30,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B607,AV3,0:30:30,0:30:33,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B608,AV3,0:30:33,0:30:36,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B609,AV3,0:30:36,0:30:39,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B610,AV3,0:30:39,0:30:42,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B611,AV3,0:30:42,0:30:45,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B612,AV3,0:30:45,0:30:48,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B613,AV3,0:30:48,0:30:51,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B614,AV3,0:30:51,0:30:54,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B615,AV3,0:30:54,0:30:57,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B616,AV3,0:30:57,0:31:00,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B617,AV3,0:31:00,0:31:03,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B618,AV3,0:31:03,0:31:06,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B619,AV3,0:31:06,0:31:09,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B620,AV3,0:31:09,0:31:12,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B621,AV3,0:31:12,0:31:15,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B622,AV3,0:31:15,0:31:18,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B623,AV3,0:31:18,0:31:21,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
B624,AV3,0:31:21,0:31:24,检测学习结果/评价行为,T&S,用比例解决实际问题：蜂蜜水的稀释问题,应用,部分完成,ppt+口头讲述,T→S_whole,"V, R",[评价]
